txnid,payer_id,payee_id,amount,status,respcd,remi_bank,bene_bank,txntimestamp,date
TXN001998,2253,8302,7483.21,SUCCESS,,PNB,PNB,2025-07-02 14:58:12.665721,2025-07-02
TXN001999,2725,4146,4526.54,SUCCESS,,SBI,SBI,2025-07-06 12:25:45.665721,2025-07-06
TXN002000,2484,1809,3971.96,SUCCESS,,BOB,BOB,2025-07-07 08:43:57.665721,2025-07-07
TXN002001,5438,5019,1747.56,FAILED,51,HDF,AXB,2025-07-08 02:34:26.665721,2025-07-08
TXN002002,1708,5896,1943.2,SUCCESS,,AXB,SBI,2025-07-04 21:46:50.665721,2025-07-04
TXN002003,8300,7235,7171.05,SUCCESS,,UOB,AXB,2025-07-08 20:38:53.665721,2025-07-08
TXN002004,3145,2519,9669.31,FAILED,12,HDF,UOB,2025-07-09 04:09:41.665721,2025-07-09
TXN002005,3394,8182,1834.3,SUCCESS,,UOB,AXB,2025-07-11 14:52:26.665721,2025-07-11
TXN002006,7907,9629,2148.4,SUCCESS,,UOB,HDF,2025-07-07 07:23:11.665721,2025-07-07
TXN002007,8314,8958,5786.55,SUCCESS,,HDF,BOB,2025-07-13 18:46:10.665721,2025-07-13
TXN002008,3998,4749,8690.9,FAILED,05,HDF,PNB,2025-07-07 09:42:06.665721,2025-07-07
TXN002009,5569,2730,3409.12,SUCCESS,,BOB,HDF,2025-07-01 17:16:30.665721,2025-07-01
TXN002010,3002,1443,6610.41,SUCCESS,,PNB,AXB,2025-06-30 06:43:02.665721,2025-06-30
TXN002011,1830,2280,316.51,SUCCESS,,AXB,SBI,2025-06-30 18:33:10.665721,2025-06-30
TXN002012,6903,1457,9860.36,SUCCESS,,PNB,AXB,2025-07-06 15:13:53.665721,2025-07-06
TXN002013,1807,7354,9818.28,SUCCESS,,SBI,UOB,2025-07-03 12:44:54.665721,2025-07-03
TXN002014,3480,9772,1371.5,FAILED,01,PNB,AXB,2025-07-06 17:39:54.665721,2025-07-06
TXN002015,3184,4428,1192.93,SUCCESS,,SBI,AXB,2025-07-01 16:39:32.665721,2025-07-01
TXN002016,3363,7712,7914.37,FAILED,05,UOB,HDF,2025-07-03 22:46:20.665721,2025-07-03
TXN002017,8125,3998,7071.72,FAILED,51,BOB,BOB,2025-07-04 15:29:34.665721,2025-07-04
TXN002018,7197,5325,1095.37,SUCCESS,,HDF,AXB,2025-07-07 21:08:43.665721,2025-07-07
TXN002019,3785,9912,8351.58,SUCCESS,,SBI,HDF,2025-06-30 04:18:34.665721,2025-06-30
TXN002020,1189,3365,2466.88,PENDING,,UOB,AXB,2025-07-14 06:10:21.665721,2025-07-14
TXN002021,4927,1685,663.03,SUCCESS,,HDF,BOB,2025-07-02 13:48:37.665721,2025-07-02
TXN002022,7959,9219,7607.44,SUCCESS,,HDF,UOB,2025-07-10 17:56:41.665721,2025-07-10
TXN002023,7196,7064,5417.76,FAILED,01,PNB,AXB,2025-06-30 08:48:32.665721,2025-06-30
TXN002024,1207,2296,2876.51,SUCCESS,,UOB,AXB,2025-07-15 12:06:36.665721,2025-07-15
TXN002025,9580,3903,6073.54,PENDING,,AXB,PNB,2025-07-16 16:31:55.665721,2025-07-16
TXN002026,4671,2531,326.98,FAILED,01,SBI,HDF,2025-07-11 11:51:35.665721,2025-07-11
TXN002027,1402,5159,690.66,PENDING,,SBI,AXB,2025-07-10 07:48:06.665721,2025-07-10
TXN002028,2639,8623,9140.54,SUCCESS,,PNB,HDF,2025-07-12 13:52:44.665721,2025-07-12
TXN002029,3434,3786,8410.64,SUCCESS,,SBI,BOB,2025-06-30 02:19:05.665721,2025-06-30
TXN002030,9469,9196,3459.89,SUCCESS,,UOB,UOB,2025-07-04 22:49:21.665721,2025-07-04
TXN002031,6804,1935,2119.92,SUCCESS,,PNB,SBI,2025-06-30 07:22:59.665721,2025-06-30
TXN002032,5726,8232,6124.72,SUCCESS,,SBI,SBI,2025-07-05 00:56:52.665721,2025-07-05
TXN002033,8105,6309,682.48,SUCCESS,,PNB,BOB,2025-07-05 13:07:53.665721,2025-07-05
TXN002034,8535,7528,7292.98,FAILED,01,SBI,PNB,2025-07-11 12:56:42.665721,2025-07-11
TXN002035,6559,7990,2732.75,PENDING,,SBI,SBI,2025-07-11 09:47:24.665721,2025-07-11
TXN002036,1950,2435,8558.67,FAILED,12,BOB,PNB,2025-07-04 03:05:32.665721,2025-07-04
TXN002037,9569,8779,5095.06,SUCCESS,,UOB,HDF,2025-07-11 12:06:01.665721,2025-07-11
TXN002038,4183,4506,7529.23,SUCCESS,,UOB,SBI,2025-07-12 11:59:18.665721,2025-07-12
TXN002039,6828,3990,2753.76,SUCCESS,,AXB,HDF,2025-07-15 16:53:30.665721,2025-07-15
TXN002040,6626,2279,7815.5,FAILED,51,SBI,PNB,2025-07-01 13:17:53.665721,2025-07-01
TXN002041,8329,7527,8891.39,SUCCESS,,UOB,HDF,2025-06-30 07:16:37.665721,2025-06-30
TXN002042,3945,8013,3883.06,SUCCESS,,BOB,HDF,2025-07-08 11:30:49.665721,2025-07-08
TXN002043,3546,8541,818.66,PENDING,,BOB,UOB,2025-07-08 09:51:16.665721,2025-07-08
TXN002044,4888,5019,6048.04,SUCCESS,,SBI,PNB,2025-07-11 15:02:17.665721,2025-07-11
TXN002045,5466,2774,5655.9,SUCCESS,,BOB,HDF,2025-07-08 03:04:37.665721,2025-07-08
TXN002046,5617,3600,3940.29,SUCCESS,,AXB,AXB,2025-07-16 03:22:06.665721,2025-07-16
TXN002047,2331,5051,2099.84,SUCCESS,,SBI,UOB,2025-07-10 21:16:08.665721,2025-07-10
TXN002048,8441,2038,8199.01,SUCCESS,,BOB,BOB,2025-07-11 07:12:56.665721,2025-07-11
TXN002049,8560,9237,4592.7,SUCCESS,,SBI,AXB,2025-07-14 18:15:29.665721,2025-07-14
TXN002050,8849,7684,4145.25,SUCCESS,,BOB,SBI,2025-07-04 09:03:11.665721,2025-07-04
TXN002051,9001,9449,9593.26,FAILED,12,HDF,HDF,2025-07-14 04:25:36.665721,2025-07-14
TXN002052,8825,2808,9534.88,SUCCESS,,PNB,HDF,2025-07-11 17:45:40.665721,2025-07-11
TXN002053,7837,6044,5887.73,SUCCESS,,SBI,HDF,2025-07-17 01:57:15.665721,2025-07-17
TXN002054,9173,7770,2492.74,SUCCESS,,HDF,BOB,2025-07-12 21:37:01.665721,2025-07-12
TXN002055,5750,2595,2441.68,SUCCESS,,AXB,SBI,2025-07-08 23:23:18.665721,2025-07-08
TXN002056,8395,3344,4024.16,SUCCESS,,HDF,SBI,2025-07-06 04:22:37.665721,2025-07-06
TXN002057,3271,8078,7924.83,SUCCESS,,HDF,BOB,2025-07-10 20:50:12.665721,2025-07-10
TXN002058,5053,4232,5668.59,SUCCESS,,HDF,PNB,2025-07-09 21:41:55.665721,2025-07-09
TXN002059,5069,9131,4218.53,PENDING,,HDF,AXB,2025-07-11 09:44:44.665721,2025-07-11
TXN002060,2276,6399,3265.47,FAILED,51,BOB,SBI,2025-07-02 21:33:32.665721,2025-07-02
TXN002061,2697,9128,7940.44,FAILED,12,AXB,BOB,2025-07-11 19:46:13.665721,2025-07-11
TXN002062,4499,7499,4603.43,PENDING,,HDF,UOB,2025-07-07 07:34:34.665721,2025-07-07
TXN002063,1019,5110,8306.85,FAILED,51,UOB,AXB,2025-07-12 07:55:53.665721,2025-07-12
TXN002064,7320,9042,3387.18,SUCCESS,,UOB,AXB,2025-07-07 19:09:50.665721,2025-07-07
TXN002065,7882,6900,5998.66,SUCCESS,,AXB,UOB,2025-07-15 18:16:31.665721,2025-07-15
TXN002066,8805,8197,5917.7,PENDING,,PNB,SBI,2025-07-16 14:56:10.665721,2025-07-16
TXN002067,5604,2099,9012.7,SUCCESS,,AXB,SBI,2025-07-05 21:43:47.665721,2025-07-05
TXN002068,6742,6424,789.29,SUCCESS,,HDF,PNB,2025-07-05 08:42:07.665721,2025-07-05
TXN002069,4828,6290,1604.43,FAILED,12,AXB,SBI,2025-07-09 18:35:33.665721,2025-07-09
TXN002070,7986,7640,3999.35,SUCCESS,,HDF,BOB,2025-07-12 16:52:12.665721,2025-07-12
TXN002071,2748,7503,2192.01,SUCCESS,,AXB,HDF,2025-07-07 21:44:42.665721,2025-07-07
TXN002072,8805,2893,6571.71,FAILED,12,AXB,PNB,2025-07-05 00:18:11.665721,2025-07-05
TXN002073,4917,3419,2040.2,SUCCESS,,HDF,AXB,2025-07-15 22:00:46.665721,2025-07-15
TXN002074,1648,2376,4105.9,SUCCESS,,BOB,PNB,2025-07-02 10:11:28.665721,2025-07-02
TXN002075,7117,6251,2359.79,SUCCESS,,PNB,UOB,2025-07-11 02:43:38.665721,2025-07-11
TXN002076,5912,8899,3749.37,SUCCESS,,UOB,PNB,2025-07-07 11:42:27.665721,2025-07-07
TXN002077,6512,5051,2826.51,SUCCESS,,HDF,SBI,2025-07-07 23:30:47.665721,2025-07-07
TXN002078,8848,7862,4928.85,SUCCESS,,UOB,PNB,2025-07-13 20:23:00.665721,2025-07-13
TXN002079,9037,6171,7767.8,SUCCESS,,SBI,SBI,2025-07-04 13:05:01.665721,2025-07-04
TXN002080,1171,3589,7748.28,SUCCESS,,SBI,BOB,2025-07-01 21:28:54.665721,2025-07-01
TXN002081,5464,1732,4489.05,SUCCESS,,HDF,SBI,2025-07-15 08:58:19.665721,2025-07-15
TXN002082,4852,9402,9469.04,SUCCESS,,UOB,SBI,2025-07-01 12:44:39.665721,2025-07-01
TXN002083,2456,1978,8549.04,SUCCESS,,BOB,PNB,2025-07-05 22:35:06.665721,2025-07-05
TXN002084,6760,1868,1353.54,SUCCESS,,SBI,UOB,2025-07-03 19:46:06.665721,2025-07-03
TXN002085,1150,9937,7273.88,SUCCESS,,AXB,AXB,2025-07-12 14:29:08.665721,2025-07-12
TXN002086,4527,2279,6285.49,SUCCESS,,PNB,AXB,2025-07-10 11:54:14.665721,2025-07-10
TXN002087,7768,6939,6856.75,FAILED,01,BOB,HDF,2025-07-09 10:28:42.665721,2025-07-09
TXN002088,8890,5284,6813.15,SUCCESS,,SBI,BOB,2025-07-03 16:20:41.665721,2025-07-03
TXN002089,2744,7383,4940.54,FAILED,12,UOB,AXB,2025-07-06 04:50:16.665721,2025-07-06
TXN002090,9818,2066,9738.54,FAILED,01,BOB,PNB,2025-07-04 11:45:08.665721,2025-07-04
TXN002091,1749,9513,8296.61,SUCCESS,,AXB,BOB,2025-07-02 08:31:20.665721,2025-07-02
TXN002092,8968,3343,2195.26,SUCCESS,,HDF,UOB,2025-07-15 19:46:49.665721,2025-07-15
TXN002093,7638,4284,4334.88,FAILED,51,HDF,BOB,2025-07-04 06:10:56.665721,2025-07-04
TXN002094,6413,2695,6556.83,FAILED,05,HDF,HDF,2025-07-13 21:07:32.665721,2025-07-13
TXN002095,4024,4128,4268.84,FAILED,05,HDF,BOB,2025-07-07 04:47:41.665721,2025-07-07
TXN002096,9735,1113,5111.56,SUCCESS,,PNB,AXB,2025-07-08 04:39:08.665721,2025-07-08
TXN002097,5710,3525,1581.26,FAILED,12,BOB,BOB,2025-07-07 12:28:58.665721,2025-07-07
TXN002098,3602,3426,7001.46,SUCCESS,,UOB,BOB,2025-07-05 17:23:26.665721,2025-07-05
TXN002099,6675,8524,6040.0,SUCCESS,,HDF,AXB,2025-07-16 16:12:35.665721,2025-07-16
TXN002100,4542,4152,3944.13,SUCCESS,,SBI,UOB,2025-07-08 10:13:24.665721,2025-07-08
TXN002101,1778,2610,28.5,SUCCESS,,AXB,HDF,2025-06-30 10:42:25.665721,2025-06-30
TXN002102,7283,1306,7149.97,FAILED,12,AXB,BOB,2025-07-04 20:48:44.665721,2025-07-04
TXN002103,2034,6907,1132.63,FAILED,01,AXB,PNB,2025-07-11 08:03:30.665721,2025-07-11
TXN002104,3525,5950,7748.41,SUCCESS,,UOB,SBI,2025-07-04 15:34:17.665721,2025-07-04
TXN002105,3943,9219,970.01,FAILED,51,BOB,UOB,2025-07-07 16:49:19.665721,2025-07-07
TXN002106,7884,5754,9452.51,SUCCESS,,UOB,SBI,2025-07-03 21:46:20.665721,2025-07-03
TXN002107,5795,8392,1415.87,FAILED,51,PNB,HDF,2025-07-09 20:51:09.665721,2025-07-09
TXN002108,9975,6675,4772.89,SUCCESS,,UOB,AXB,2025-07-16 22:47:24.665721,2025-07-16
TXN002109,6803,6527,3253.26,SUCCESS,,PNB,AXB,2025-07-09 15:27:57.665721,2025-07-09
TXN002110,1851,9204,3442.23,SUCCESS,,SBI,HDF,2025-07-10 13:12:40.665721,2025-07-10
TXN002111,4923,1591,8145.05,SUCCESS,,AXB,HDF,2025-07-17 01:40:00.665721,2025-07-17
TXN002112,7796,1602,7774.84,SUCCESS,,UOB,HDF,2025-07-01 19:51:16.665721,2025-07-01
TXN002113,4743,3916,7635.21,FAILED,51,HDF,HDF,2025-07-09 02:36:49.665721,2025-07-09
TXN002114,9995,8687,1782.31,SUCCESS,,UOB,SBI,2025-07-05 21:13:03.665721,2025-07-05
TXN002115,9954,8713,5137.17,SUCCESS,,BOB,AXB,2025-07-13 14:55:08.665721,2025-07-13
TXN002116,4354,8041,7851.5,SUCCESS,,AXB,PNB,2025-07-09 04:18:51.665721,2025-07-09
TXN002117,4998,4960,1657.72,SUCCESS,,HDF,BOB,2025-07-12 16:00:57.665721,2025-07-12
TXN002118,8993,1779,9389.57,FAILED,51,SBI,UOB,2025-07-13 19:35:30.665721,2025-07-13
TXN002119,9616,6795,7457.32,SUCCESS,,UOB,HDF,2025-07-02 20:20:44.665721,2025-07-02
TXN002120,2079,5248,2849.12,SUCCESS,,UOB,UOB,2025-07-03 12:33:59.665721,2025-07-03
TXN002121,1671,8729,8479.43,SUCCESS,,PNB,BOB,2025-06-30 15:22:59.665721,2025-06-30
TXN002122,8616,1706,9984.44,SUCCESS,,PNB,HDF,2025-07-07 15:40:54.665721,2025-07-07
TXN002123,8917,6436,2324.97,FAILED,12,PNB,PNB,2025-07-10 06:50:06.665721,2025-07-10
TXN002124,1430,9826,9767.38,PENDING,,PNB,BOB,2025-07-03 11:07:04.665721,2025-07-03
TXN002125,9445,8230,7233.82,FAILED,51,AXB,AXB,2025-07-11 06:00:53.665721,2025-07-11
TXN002126,8060,6640,7679.61,SUCCESS,,AXB,UOB,2025-07-14 06:49:43.665721,2025-07-14
TXN002127,9687,8214,2311.57,FAILED,12,UOB,HDF,2025-07-01 05:58:12.665721,2025-07-01
TXN002128,8942,3315,2142.52,SUCCESS,,PNB,PNB,2025-07-15 07:05:42.665721,2025-07-15
TXN002129,9608,3195,2418.29,SUCCESS,,PNB,UOB,2025-07-13 14:24:33.665721,2025-07-13
TXN002130,3394,9951,6498.51,SUCCESS,,AXB,SBI,2025-07-14 08:10:32.665721,2025-07-14
TXN002131,6022,4119,1725.9,SUCCESS,,PNB,SBI,2025-06-30 22:59:23.665721,2025-06-30
TXN002132,6313,4504,2401.46,SUCCESS,,UOB,SBI,2025-07-09 23:26:44.665721,2025-07-09
TXN002133,6570,8175,1505.09,FAILED,01,PNB,UOB,2025-07-12 05:28:13.665721,2025-07-12
TXN002134,6697,3140,3155.11,SUCCESS,,PNB,PNB,2025-07-11 08:01:13.665721,2025-07-11
TXN002135,4892,4312,7344.61,SUCCESS,,AXB,HDF,2025-07-11 11:39:13.665721,2025-07-11
TXN002136,7169,1413,3139.72,SUCCESS,,PNB,UOB,2025-07-15 12:54:25.665721,2025-07-15
TXN002137,7857,6164,9671.33,SUCCESS,,AXB,BOB,2025-07-15 17:26:11.665721,2025-07-15
TXN002138,6552,3575,4098.75,SUCCESS,,HDF,AXB,2025-06-30 17:24:28.665721,2025-06-30
TXN002139,8478,9837,3017.31,SUCCESS,,AXB,PNB,2025-07-11 03:22:45.665721,2025-07-11
TXN002140,1883,7579,3709.54,SUCCESS,,SBI,PNB,2025-07-03 20:10:13.665721,2025-07-03
TXN002141,6151,8387,7918.5,PENDING,,PNB,SBI,2025-07-12 08:16:24.665721,2025-07-12
TXN002142,8759,2560,7865.24,SUCCESS,,SBI,BOB,2025-07-14 03:11:04.665721,2025-07-14
TXN002143,2016,5365,9093.97,SUCCESS,,SBI,SBI,2025-07-08 01:35:52.665721,2025-07-08
TXN002144,7383,3883,9294.4,SUCCESS,,BOB,SBI,2025-07-04 07:53:38.665721,2025-07-04
TXN002145,6909,7353,4781.35,FAILED,51,SBI,BOB,2025-07-16 10:54:04.665721,2025-07-16
TXN002146,4530,7304,1738.26,SUCCESS,,AXB,BOB,2025-07-13 05:58:45.665721,2025-07-13
TXN002147,5233,3185,7201.27,FAILED,01,SBI,BOB,2025-07-05 02:12:03.665721,2025-07-05
TXN002148,7633,5599,8162.34,FAILED,01,BOB,HDF,2025-07-10 11:13:04.665721,2025-07-10
TXN002149,2075,6738,1391.53,SUCCESS,,AXB,UOB,2025-07-09 02:32:30.665721,2025-07-09
TXN002150,9254,2582,4522.01,SUCCESS,,HDF,UOB,2025-07-02 01:32:44.665721,2025-07-02
TXN002151,9495,1982,1632.64,SUCCESS,,SBI,HDF,2025-07-09 17:55:26.665721,2025-07-09
TXN002152,8873,5095,6945.23,FAILED,01,AXB,HDF,2025-07-11 19:42:39.665721,2025-07-11
TXN002153,8109,8735,7437.72,FAILED,05,BOB,AXB,2025-07-04 00:10:20.665721,2025-07-04
TXN002154,5162,4512,2094.71,SUCCESS,,PNB,UOB,2025-07-15 02:24:01.665721,2025-07-15
TXN002155,2535,4062,1594.51,FAILED,05,HDF,AXB,2025-07-03 08:00:46.665721,2025-07-03
TXN002156,3749,9921,2985.67,PENDING,,SBI,UOB,2025-07-09 21:01:01.665721,2025-07-09
TXN002157,5317,6692,4444.15,SUCCESS,,PNB,AXB,2025-07-08 09:10:13.665721,2025-07-08
TXN002158,2279,3912,832.34,SUCCESS,,UOB,SBI,2025-07-02 05:26:57.665721,2025-07-02
TXN002159,3383,5445,956.98,FAILED,01,AXB,AXB,2025-07-04 16:43:25.665721,2025-07-04
TXN002160,9222,5315,2088.46,SUCCESS,,BOB,HDF,2025-07-07 07:48:00.665721,2025-07-07
TXN002161,1949,8471,7834.84,PENDING,,HDF,PNB,2025-07-11 12:46:51.665721,2025-07-11
TXN002162,6519,1660,5782.31,SUCCESS,,UOB,PNB,2025-07-04 13:11:25.665721,2025-07-04
TXN002163,4724,1800,3502.05,SUCCESS,,BOB,BOB,2025-07-16 23:47:56.665721,2025-07-16
TXN002164,2133,5855,9703.89,SUCCESS,,BOB,BOB,2025-07-11 10:12:26.665721,2025-07-11
TXN002165,6917,9010,3358.61,SUCCESS,,AXB,HDF,2025-07-01 23:25:37.665721,2025-07-01
TXN002166,6424,4555,5705.5,SUCCESS,,HDF,UOB,2025-07-08 00:19:10.665721,2025-07-08
TXN002167,4836,9046,9731.9,FAILED,51,BOB,PNB,2025-07-11 17:33:32.665721,2025-07-11
TXN002168,8978,6478,2274.04,SUCCESS,,AXB,UOB,2025-07-12 13:24:35.665721,2025-07-12
TXN002169,5057,5284,2141.0,SUCCESS,,HDF,SBI,2025-07-02 11:43:55.665721,2025-07-02
TXN002170,3762,7627,3634.3,SUCCESS,,SBI,PNB,2025-07-10 11:55:21.665721,2025-07-10
TXN002171,3434,9080,3155.67,SUCCESS,,AXB,SBI,2025-07-15 14:33:02.665721,2025-07-15
TXN002172,2281,1529,4409.28,PENDING,,BOB,UOB,2025-07-01 02:59:47.665721,2025-07-01
TXN002173,7210,6300,667.82,SUCCESS,,AXB,HDF,2025-07-13 14:26:05.665721,2025-07-13
TXN002174,6742,9082,8088.72,FAILED,51,BOB,AXB,2025-07-04 22:54:16.665721,2025-07-04
TXN002175,9029,7435,4166.39,SUCCESS,,BOB,SBI,2025-07-11 00:32:01.665721,2025-07-11
TXN002176,9209,2515,9561.9,SUCCESS,,UOB,AXB,2025-07-12 04:10:27.665721,2025-07-12
TXN002177,8678,3718,773.28,SUCCESS,,UOB,AXB,2025-07-14 11:37:12.665721,2025-07-14
TXN002178,2588,6029,3221.09,SUCCESS,,HDF,AXB,2025-07-08 09:31:53.665721,2025-07-08
TXN002179,7498,8928,1413.85,SUCCESS,,PNB,UOB,2025-07-11 21:31:18.665721,2025-07-11
TXN002180,5418,7645,1402.37,SUCCESS,,PNB,BOB,2025-06-30 10:56:55.665721,2025-06-30
TXN002181,1996,1912,9196.05,FAILED,51,BOB,HDF,2025-07-01 17:06:12.665721,2025-07-01
TXN002182,9320,2957,9961.5,SUCCESS,,BOB,UOB,2025-07-13 12:29:36.665721,2025-07-13
TXN002183,7882,3428,5278.8,FAILED,12,HDF,HDF,2025-07-16 22:03:25.665721,2025-07-16
TXN002184,6582,2525,5151.81,SUCCESS,,PNB,BOB,2025-07-09 04:27:21.665721,2025-07-09
TXN002185,9300,5718,2093.36,SUCCESS,,BOB,UOB,2025-06-30 16:07:28.665721,2025-06-30
TXN002186,1786,5015,5572.31,FAILED,51,BOB,BOB,2025-07-01 05:10:44.665721,2025-07-01
TXN002187,3033,3597,323.15,SUCCESS,,SBI,AXB,2025-07-04 07:59:16.665721,2025-07-04
TXN002188,3362,6709,4618.14,FAILED,12,AXB,AXB,2025-07-05 06:32:33.665721,2025-07-05
TXN002189,3966,4066,8796.88,SUCCESS,,BOB,BOB,2025-07-05 07:18:41.665721,2025-07-05
TXN002190,6117,9105,8449.74,SUCCESS,,UOB,PNB,2025-07-16 23:50:18.665721,2025-07-16
TXN002191,7247,5064,3898.04,PENDING,,HDF,BOB,2025-07-07 10:46:15.665721,2025-07-07
TXN002192,8153,3086,8608.58,SUCCESS,,UOB,PNB,2025-07-03 10:53:01.665721,2025-07-03
TXN002193,8974,2293,3762.23,FAILED,01,SBI,UOB,2025-07-12 11:39:01.665721,2025-07-12
TXN002194,5624,2581,1499.67,PENDING,,SBI,UOB,2025-07-06 02:16:23.665721,2025-07-06
TXN002195,4020,3586,3811.86,SUCCESS,,SBI,HDF,2025-07-10 14:06:28.665721,2025-07-10
TXN002196,5221,8816,8025.23,SUCCESS,,SBI,UOB,2025-07-02 00:13:03.665721,2025-07-02
TXN002197,7700,8510,9492.03,SUCCESS,,AXB,AXB,2025-06-30 12:12:48.665721,2025-06-30
TXN002198,2438,1822,6917.72,SUCCESS,,BOB,AXB,2025-07-08 23:23:46.665721,2025-07-08
TXN002199,7527,7438,758.23,SUCCESS,,UOB,AXB,2025-07-09 02:28:41.665721,2025-07-09
TXN002200,2358,7694,5407.33,SUCCESS,,PNB,AXB,2025-07-10 02:34:47.665721,2025-07-10
TXN002201,6552,2504,2463.23,FAILED,05,SBI,BOB,2025-07-02 00:21:30.665721,2025-07-02
TXN002202,1219,7047,7708.04,SUCCESS,,PNB,PNB,2025-07-04 03:20:55.665721,2025-07-04
TXN002203,6501,1125,1400.91,PENDING,,AXB,UOB,2025-07-01 07:21:15.665721,2025-07-01
TXN002204,6339,5341,9449.88,SUCCESS,,HDF,UOB,2025-07-06 18:33:27.665721,2025-07-06
TXN002205,4390,6087,2718.88,SUCCESS,,SBI,HDF,2025-07-01 09:50:36.665721,2025-07-01
TXN002206,1167,6759,7477.82,SUCCESS,,AXB,BOB,2025-07-09 06:10:23.665721,2025-07-09
TXN002207,1490,2941,844.44,SUCCESS,,PNB,UOB,2025-07-05 03:35:45.665721,2025-07-05
TXN002208,9706,4573,1136.68,SUCCESS,,PNB,BOB,2025-07-04 04:54:41.665721,2025-07-04
TXN002209,3835,4318,4405.56,SUCCESS,,UOB,PNB,2025-07-14 08:11:20.665721,2025-07-14
TXN002210,7269,8633,936.25,FAILED,05,HDF,UOB,2025-07-10 01:38:16.665721,2025-07-10
TXN002211,1401,5646,8723.31,SUCCESS,,PNB,BOB,2025-07-01 01:18:32.665721,2025-07-01
TXN002212,6686,3867,6756.73,SUCCESS,,HDF,UOB,2025-07-07 11:46:49.665721,2025-07-07
TXN002213,9186,3368,9209.63,SUCCESS,,BOB,AXB,2025-07-07 15:39:52.665721,2025-07-07
TXN002214,6030,2696,1542.79,FAILED,01,PNB,SBI,2025-07-05 18:54:44.665721,2025-07-05
TXN002215,1172,8375,9467.72,PENDING,,PNB,HDF,2025-07-02 15:11:21.665721,2025-07-02
TXN002216,9523,4656,1292.29,SUCCESS,,HDF,UOB,2025-07-04 20:35:33.665721,2025-07-04
TXN002217,2061,7055,5091.47,FAILED,05,SBI,SBI,2025-07-10 03:07:45.665721,2025-07-10
TXN002218,9863,8984,7034.57,PENDING,,PNB,SBI,2025-07-06 02:17:20.665721,2025-07-06
TXN002219,7315,7641,2645.33,SUCCESS,,HDF,UOB,2025-07-04 09:20:12.665721,2025-07-04
TXN002220,3207,9566,7226.04,SUCCESS,,BOB,SBI,2025-07-02 10:16:05.665721,2025-07-02
TXN002221,6030,6362,1505.58,SUCCESS,,PNB,AXB,2025-07-03 11:06:55.665721,2025-07-03
TXN002222,9448,5196,5871.17,SUCCESS,,HDF,UOB,2025-07-08 02:21:11.665721,2025-07-08
TXN002223,6196,4430,7208.22,SUCCESS,,AXB,BOB,2025-07-15 08:56:56.665721,2025-07-15
TXN002224,9695,1402,8074.27,SUCCESS,,HDF,HDF,2025-07-10 15:17:51.665721,2025-07-10
TXN002225,5916,8257,8600.37,SUCCESS,,UOB,BOB,2025-07-03 10:05:46.665721,2025-07-03
TXN002226,2307,1654,2252.0,SUCCESS,,AXB,UOB,2025-07-08 00:03:20.665721,2025-07-08
TXN002227,4502,7304,1200.32,SUCCESS,,HDF,AXB,2025-07-12 18:35:06.665721,2025-07-12
TXN002228,4518,3934,568.6,SUCCESS,,HDF,BOB,2025-07-13 10:59:24.665721,2025-07-13
TXN002229,5154,4227,7041.8,SUCCESS,,UOB,HDF,2025-07-14 14:40:20.665721,2025-07-14
TXN002230,1454,1720,2435.49,SUCCESS,,BOB,UOB,2025-07-02 04:21:19.665721,2025-07-02
TXN002231,7188,7656,5669.47,FAILED,12,PNB,HDF,2025-07-03 11:22:14.665721,2025-07-03
TXN002232,6854,2569,8792.48,FAILED,05,UOB,BOB,2025-07-02 19:17:27.665721,2025-07-02
TXN002233,5548,6783,1989.09,SUCCESS,,AXB,HDF,2025-07-07 19:25:04.665721,2025-07-07
TXN002234,1778,9020,1163.47,FAILED,51,BOB,HDF,2025-07-13 21:22:41.665721,2025-07-13
TXN002235,2644,4949,7342.12,SUCCESS,,AXB,SBI,2025-07-12 16:01:40.665721,2025-07-12
TXN002236,1093,7614,8436.82,SUCCESS,,AXB,AXB,2025-07-12 10:10:56.665721,2025-07-12
TXN002237,5665,7938,18.63,PENDING,,BOB,AXB,2025-07-01 03:49:55.665721,2025-07-01
TXN002238,2131,1458,1555.09,PENDING,,UOB,HDF,2025-06-30 15:29:50.665721,2025-06-30
TXN002239,6602,4941,9165.33,FAILED,51,UOB,HDF,2025-07-07 12:50:19.665721,2025-07-07
TXN002240,6939,1656,9262.89,SUCCESS,,HDF,BOB,2025-07-16 06:53:43.665721,2025-07-16
TXN002241,5837,1838,5542.15,FAILED,51,AXB,BOB,2025-07-09 17:31:19.665721,2025-07-09
TXN002242,9446,9899,6309.61,SUCCESS,,BOB,SBI,2025-07-14 23:15:12.665721,2025-07-14
TXN002243,4973,1412,7700.77,SUCCESS,,BOB,BOB,2025-07-16 10:23:27.665721,2025-07-16
TXN002244,7980,7720,4083.15,SUCCESS,,SBI,HDF,2025-07-11 02:22:25.665721,2025-07-11
TXN002245,4679,7412,167.64,FAILED,51,BOB,AXB,2025-07-04 19:22:13.665721,2025-07-04
TXN002246,8643,9616,5325.01,PENDING,,HDF,AXB,2025-07-16 04:59:41.665721,2025-07-16
TXN002247,3787,5192,7721.98,SUCCESS,,PNB,AXB,2025-07-12 22:26:28.665721,2025-07-12
TXN002248,8591,9199,3343.48,SUCCESS,,AXB,SBI,2025-07-14 12:36:56.665721,2025-07-14
